structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
,462,Catch a Salmon on Karamja,Catch a Salmon on Karamja.,,,,,,8.5,FISHING 30,30 Fishing
,463,Craft 50 Nature Runes,Craft 50 Nature Runes from Essence at the Nature Altar.,,,,,,NaN,RUNECRAFT 44,44 Runecraft
,464,Chop a dense jungle,Fully clear a dense jungle in the Tai Bwo Wannai Cleanup.,,,,,,1.1,WOODCUTTING 35,35 Woodcutting
,465,Complete the Easy Falador Diary,Complete all of the Easy tasks in the   Falador Achievement Diary.,,,,,,NaN,,See   Falador Diary#Easy
,466,Complete the Medium Falador Diary,Complete all of the Medium tasks in the   Falador Achievement Diary.,,,,,,NaN,,See   Falador Diary#Medium
,467,Set Up a Dwarf Cannon,Set Up a Dwarf Cannon.,,,,,,NaN,,
,468,Turn in 100 Mole Claws to Wyson the Gardener,Turn in 100 Mole Claws to Wyson the Gardener in Falador.,,,,,,NaN,,
,469,Unlock a Gate in Taverley Dungeon,Unlock a gate in Taverley Dungeon using the Dusty Key.,,,,,,18.8,,
,470,Charge an Amulet of Glory in the Heroes' Guild,Charge an Amulet of Glory at the Fountain of Heroes in the Heroes' Guild.,,,,,,NaN,HUNTER 83; CRAFTING 80; MAGIC 68,83 Hunter or both  80 Crafting and  68 Magic Completion of   Heroes' Quest
,471,Consume a Saradomin's Light,Consume a Saradomin's Light.,,,,,,NaN,AGILITY 70,70 Agility
,472,Teleport with a Giantsoul amulet,Use the Giantsoul amulet to teleport to the Royal Titans.,,,,,,NaN,,
,473,Defeat 5 Spinners,Defeat 5 Spinners in Pest Control.,,,,,,NaN,,40 Combat level
,474,Defeat Some Animated Rune Armour,Defeat some Animated Rune Armour in the Warriors' Guild.,,,,,,NaN,ATTACK 99; STRENGTH 99; ATTACK NaN; STRENGTH NaN,"Either  99 Attack,  99 Strength, or 130 combined  Attack and  Strength"
,475,Defeat the Royal Titans 50 times,Defeat the Royal Titans 50 times.,,,,,,NaN,,
,476,Defeat a Black Demon in Asgarnia,Defeat a Black Demon in Asgarnia.,,,,,,18.8,,
,477,Defeat a Blue Dragon in Asgarnia,Defeat a Blue Dragon in Asgarnia.,,,,,,20.8,,
,478,Defeat a Skeletal Wyvern,Defeat a Skeletal Wyvern in the Asgarnian Ice Dungeon.,,,,,,NaN,SLAYER 72,72 Slayer
,479,Defeat the Giant Mole,Defeat the Giant Mole beneath Falador.,,,,,,4.2,,
,480,Defeat the Giant Mole 150 Times,Defeat the Giant Mole beneath Falador 150 times.,,,,,,NaN,,
,481,Defeat the Giant Mole 50 Times,Defeat the Giant Mole beneath Falador 50 times.,,,,,,NaN,,
,482,Defeat the Royal Titans,Defeat the Royal Titans.,,,,,,2.1,,
,483,Equip Amy's Saw,Equip Amy's Saw from   Mahogany Homes.,,,,,,NaN,,
,484,Equip an Imcando Hammer,Equip an Imcando hammer.,,,,,,NaN,MINING 14,14 Mining
,485,Complete a Game of Veteran Pest Control,Complete a game of Veteran   Pest Control.,,,,,,NaN,,100 Combat level
,486,Obtain the Plank Sack,Obtain the Plank Sack from   Mahogany Homes.,,,,,,NaN,,
,487,Open an Ornate Lockbox,Open an Ornate Lockbox from the Camdozaal Vault.,,,,,,NaN,,
,488,Complete a Game of Intermediate Pest Control,Complete a game of Intermediate   Pest Control or higher.,,,,,,NaN,,70 Combat level
,489,Hang a Painting of a Watermill,Hang a Painting of Lumbidge Watermill in your PoH.,,,,,,NaN,CONSTRUCTION 44,44 Construction Completion of   Sheep Shearer and   Cook's Assistant
,490,Open the Crystal Chest,Open the Crystal Chest in Taverley.,,,,,,NaN,,
,491,Throw a Shot Put 12 yards,Throw a Shot Put 12 yards in the Warriors Guild.,,,,,,NaN,ATTACK 99; STRENGTH 99,99 Attack or  99 Strength or a combined Attack and Strength level of 130
,492,Complete A Porcine of Interest,Complete the   A Porcine of Interest quest.,,,,,,NaN,,
,493,Complete Witch's Potion,Complete the Witch's Potion quest.,,,,,,NaN,,
,494,Harvest Any Herb at the Troll Stronghold,Harvest any herb you've grown at the Troll Stronghold.,,,,,,NaN,FARMING 9,9 Farming
,495,Make 50 Ancient Brews,Make 50 Ancient Brews.,,,,,,NaN,HERBLORE 85,85 Herblore Completion of   The Frozen Door
,496,Obtain 20 Golden Nuggets,Obtain 20 Golden Nuggets from the Motherlode Mine beneath Falador.,,,,,,NaN,MINING 30,30 Mining
,497,Complete the Falador Agility Course,Complete a lap of the Falador Rooftop Agility Course.,,,,,,31.2,AGILITY 50,50 Agility
,498,Craft a Body Rune,Craft a Body Rune from Essence at the Body Altar.,,,,,,NaN,RUNECRAFT 20,20 Runecraft
,499,Enter the Crafting Guild,Enter the Crafting Guild.,,,,,,16.7,CRAFTING 40,40 Crafting
,500,Complete the Easy Desert Diary,Complete all of the Easy tasks in the   Desert Achievement Diary.,,,,,,NaN,,See   Desert Diary#Easy
,501,Complete the Medium Desert Diary,Complete all of the Medium tasks in the   Desert Achievement Diary.,,,,,,NaN,,See   Desert Diary#Medium
,502,Cast Ice Burst,Cast the Ice Burst spell.,,,,,,22.9,MAGIC 70,70 Magic
,503,Cast Ice Rush,Cast the Ice Rush spell.,,,,,,25.7,MAGIC 58,58 Magic
,504,Create the Divine Rune pouch,Create the Divine Rune pouch.,,,,,,NaN,CRAFTING 75,75 Crafting Completion of   Beneath Cursed Sands
,505,Defeat 30 Bandits,Defeat 30 Bandits.,,,,,,5.7,,
,506,Defeat a Kalphite with the Keris Partisan,Defeat a Kalphite with the Keris Partisan.,,,,,,NaN,ATTACK 65,65 Attack Completion of   Beneath Cursed Sands
,507,Defeat a Kalphite Guardian,Defeat a Kalphite Guardian in the Kharidian Desert.,,,,,,20,,
,508,Defeat a Scarab Mage,Defeat a Scarab Mage.,,,,,,5.7,,"Light source, partial completion of   Contact! or   Beneath Cursed Sands"
,509,Defeat Tempoross 10 times,Help the Spirit Anglers defeat Tempoross 10 times.,,,,,,5.7,FISHING 35,35 Fishing
,510,Equip the Colossal Blade,Equip the Colossal Blade from Giant's Foundry.,,,,,,NaN,SMITHING 15; ATTACK 60,"15 Smithing,  60 Attack"
,511,Equip the Tome of Water,Equip the Tome of Water from Tempoross.,,,,,,5.7,FISHING 35; MAGIC 50,"35 Fishing,  50 Magic"
,512,Turn in a Winter Sq'irkjuice to Osman,Turn in a Winter Sq'irkjuice to Osman in Al Kharid.,,,,,,11.4,,
,513,Giants' Foundry 10 handins,Hand in 10 successful swords to Kovac.,,,,,,2.9,,Completion of   Sleeping Giants
,514,Giants' Foundry 50 quality sword,Hand in a sword with at least 50 quality in Giants' Foundry.,,,,,,5.7,,Completion of   Sleeping Giants
,515,Obtain the Big Harpoonfish,Obtain the Big Harpoonfish from Tempoross.,,,,,,8.6,FISHING 35,35 Fishing
,516,Pick a Autumn Sq'irk,Pick a Autumn Sq'irk in the Sorceress's Garden.,,,,,,14.3,THIEVING 45,45 Thieving
,517,Pick a Spring Sq'irk,Pick a Spring Sq'irk in the Sorceress's Garden.,,,,,,14.3,THIEVING 25,25 Thieving
,518,Room 4 of Pyramid Plunder,Search the Golden Chest in Room 4 of Pyramid Plunder in Sophanem.,,,,,,34.3,THIEVING 51,51 Thieving
,519,Room 5 of Pyramid Plunder,Search the Golden Chest in Room 5 of Pyramid Plunder in Sophanem.,,,,,,22.9,THIEVING 61,61 Thieving
,520,Room 6 of Pyramid Plunder,Search the Golden Chest in Room 6 of Pyramid Plunder in Sophanem.,,,,,,2.9,THIEVING 71,71 Thieving
,521,Turn in 10 Spring Sq'irkjuices to Osman,Turn in 10 Spring Sq'irkjuices to Osman in Al Kharid in one go.,,,,,,2.9,THIEVING 25,25 Thieving
,522,Pray at the Elidinis Statuette,Pray at the Elidinis Statuette in Nardah.,,,,,,5.7,,Completion of   Spirits of the Elid
,523,Commune a Pharoah's Sceptre to the Necropolis,Commune a Pharaoh's sceptre to the Necropolis.,,,,,,NaN,THIEVING 21,21 Thieving Completion of   Beneath Cursed Sands
,524,Offend some bandits,Offend some bandits in the Desert Bandit Camp.,,,,,,8.6,,Zamorak or Saradomin god equipment
,525,Complete Shadow of the Storm,Complete the   Shadow of the Storm quest.,,,,,,NaN,CRAFTING 30,"30 Crafting Completion of   The Golem,   Demon Slayer"
,526,Complete Sleeping Giants,Complete   Sleeping Giants quest.,,,,,,8.6,SMITHING 15,15 Smithing
,527,Complete Spirits of the Elid,Complete the   Spirits of the Elid quest.,,,,,,5.7,MAGIC 33; RANGED 37; MINING 37; THIEVING 37,"33 Magic,  37 Ranged,  37 Mining,  37 Thieving"
,528,Complete The Golem,Complete   The Golem quest.,,,,,,100,CRAFTING 20; THIEVING 25,"20 Crafting,  25 Thieving"
,529,Guardians of the Rift 1 Rift closed,Close the Rift in the Temple of the Eye.,,,,,,NaN,RUNECRAFT 27,27 Runecraft
,530,Guardians of the Rift 10 Rifts closed,Close the Rift in the Temple of the Eye 10 times.,,,,,,NaN,RUNECRAFT 27,27 Runecraft
,531,Make a Combat Potion,Make a Combat Potion.,,,,,,NaN,HERBLORE 36,36 Herblore
,532,Mine 15 Granite in the Necropolis,Mine 15 Granite in the Necropolis.,,,,,,NaN,MINING 45,45 Mining Partial completion of   Beneath Cursed Sands
,533,Mine 30 Chunks of Granite,Mine 30 chunks of Granite at the Kharidian Desert Quarry.,,,,,,28.6,MINING 45,45 Mining
,534,Pickpocket a Bandit in the Bandit Camp,Pickpocket a Bandit in the Kharidian Desert's Bandit Camp.,,,,,,17.1,THIEVING 53,53 Thieving
,535,Turn in a Pyramid Top to Simon Templeton,Turn in a Pyramid Top to Simon Templeton at the Agility Pyramid.,,,,,,25.7,AGILITY 30,30 Agility
,536,Catch 30 Orange Salamanders,Catch 30 Orange Salamanders at Uzer.,,,,,,2.9,HUNTER 47,47 Hunter
,537,Craft a Lava Rune at the Fire Altar,Craft a Lava Rune at the Fire Altar.,,,,,,NaN,RUNECRAFT 23,23 Runecraft
,538,Craft some Pottery In Sophanem,Craft some Pottery In Sophanem.,,,,,,14.3,,
,539,Drink Kovac's grog,"Drink some of Kovac's grog, purchased from the Giants' Foundry Reward Shop.",,,,,,2.9,,"Completion of   Sleeping Giants, 300 Foundry Reputation"
,540,Complete the Easy Fremennik Diary,Complete all of the Easy tasks in the   Fremennik Achievement Diary.,,,,,,NaN,,See   Fremennik Diary#Easy
,541,Complete the Medium Fremennik Diary,Complete all of the Medium tasks in the   Fremennik Achievement Diary.,,,,,,NaN,,See   Fremennik Diary#Medium
,542,Loot a Lyre,Defeat someone and obtain their lyre.,,,,,,50,,
,543,Open a Frozen Cache,Open a Frozen Cache.,,,,,,NaN,,
,544,Use the Special Attack of a Dragon Axe,Use the special attack of a Dragon Axe.,,,,,,NaN,ATTACK 60,60 Attack
,545,Defeat 8 penguins within 5 seconds,Defeat 8 penguins within 5 seconds. This task earns one Demonic Pact.,,,,,,NaN,,
,546,Defeat a Brine Rat,Defeat a brine rat.,,,,,,NaN,SLAYER 47,47
,547,Defeat a Suqah,Defeat a suqah.,,,,,,50,,
,548,Defeat a Wallasalki,Defeat a wallasaki.,,,,,,NaN,,
,549,Defeat a Dagannoth in the Fremennik Province,Defeat a dagannoth in the Fremennik Province.,,,,,,50,,
,550,Defeat a Jelly in the Fremennik Province,Defeat a jelly in the Fremennik Province.,,,,,,NaN,SLAYER 52,52 Slayer
,551,Defeat a Kurask in the Fremennik Province,Defeat a kurask in the Fremennik Province.,,,,,,NaN,SLAYER 70,70 Slayer
,552,Defeat a Troll in the Fremennik Province,Defeat a troll in the Fremennik Province.,,,,,,50,,
,553,Defeat a Turoth in the Fremennik Province,Defeat a turoth in the Fremennik Province.,,,,,,NaN,SLAYER 55,55 Slayer
,554,Equip a full set of Yakhide Armour,Equip a full set of Yakhide Armour.,,,,,,50,CRAFTING 46; DEFENCE 20,"46 Crafting,  20 Defence"
,555,Equip a Damaged God book,Equip a damaged god book.,,,,,,50,,
,556,Equip a Helm of Neitiznot,Equip a Helm of Neitiznot.,,,,,,NaN,DEFENCE 55,55 Defence
,557,Equip a Granite Shield in the Fremennik Province,Equip a granite shield while in the Fremennik Province.,,,,,,NaN,DEFENCE 50; STRENGTH 50,"50 Defence,  50 Strength"
,558,Unlock Free Use of the Blast Furnace,Unlock free use of the Keldagrim Blast Furnace by speaking with the Foreman.,,,,,,NaN,SMITHING 60,60 Smithing
,559,Fill up 20 buckets of sand in Rellekka,Fill up 20 buckets of sand in Rellekka.,,,,,,50,,
,560,Complete Royal Trouble,Complete the   Royal Trouble quest.,,,,,,NaN,AGILITY 40; SLAYER 40,"40 Agility,  40 Slayer Completion of   Throne of Miscellania"
,561,Complete Throne of Miscellania,Complete the   Throne of Miscellania quest.,,,,,,NaN,,
,562,Steal a Chisel,Steal a Chisel from a crafting stall in Keldagrim.,,,,,,NaN,THIEVING 5,5
,563,Steal a Cow bell in Rellekka,Steal a Cow bell in Rellekka.,,,,,,50,THIEVING 15,15  Started   Cold War
,564,Steal a Fish,Steal some fish from a Fish stall.,,,,,,50,THIEVING 42,42
,565,Steal a Wooden Stock,Steal a Wooden Stock from a Crossbow Stall.,,,,,,NaN,THIEVING 49,49
,566,Use Some Icy Basalt to Teleport to Weiss,Use some Icy Basalt to teleport to Weiss.,,,,,,NaN,MINING 72,72 Mining
,567,Catch a Sabre-toothed Kebbit,Catch a Sabre-toothed Kebbit.,,,,,,50,HUNTER 51,51
,568,Catch a Snowy Knight,Catch a Snowy Knight.,,,,,,50,HUNTER 35,35 Hunter
,569,Complete the Penguin Agility Course,Complete a lap of the Penguin Agility Course.,,,,,,NaN,AGILITY 30; CONSTRUCTION 34,"30 Agility,  34 Construction"
,570,Craft 50 Astral Runes,Craft 50 Astral Runes from Essence at the Astral Altar.,,,,,,NaN,RUNECRAFT 40,40 Runecraft
,571,Complete the Easy Ardougne Diary,Complete all of the Easy tasks in the   Ardougne Achievement Diary.,,,,,,9.1,,See   Ardougne Diary#Easy
,572,Complete the Easy Kandarin Diary,Complete all of the Easy tasks in the   Kandarin Achievement Diary.,,,,,,0.8,,See   Kandarin Diary#Easy
,573,Complete the Medium Ardougne Diary,Complete all of the Medium tasks in the   Ardougne Achievement Diary.,,,,,,NaN,,See   Ardougne Diary#Medium
,574,Complete the Medium Kandarin Diary,Complete all of the Medium tasks in the   Kandarin Achievement Diary.,,,,,,NaN,,See   Kandarin Diary#Medium
,575,Enter the Ranging Guild,Enter the Ranging Guild.,,,,,,24.5,RANGED 40,40 Ranged
,576,Enter the Wizards' Guild,Enter the Wizards' Guild in Yanille.,,,,,,47.4,MAGIC 66,66 Magic
,577,Defeat a Frogeel,Defeat a Frogeel underneath the Tower of Life.,,,,,,NaN,,Completion of   Tower of Life
,578,Defeat a Newtroost,Defeat a Newtroost underneath the Tower of Life.,,,,,,2.2,,Completion of   Tower of Life
,579,Defeat a Swordchick,Defeat a Swordchick underneath the Tower of Life.,,,,,,2.5,,Completion of   Tower of Life
,580,Defeat a Spidine,Defeat a Spidine underneath the Tower of Life.,,,,,,2.1,CONSTRUCTION 10,10 Construction   Tower of Life
,581,Defeat a Bloodveld in Kandarin,Defeat a Bloodveld in Kandarin.,,,,,,NaN,SLAYER 50,50 Slayer
,582,Defeat a Tortoise With Riders in Kandarin,Defeat a Tortoise with riders in Kandarin.,,,,,,28.7,,
,583,Equip a Monkey Backpack,Equip a Monkey Backpack.,,,,,,22,,
,584,Equip a Spottier Cape,Equip a Spottier Cape.,,,,,,2.4,HUNTER 69,69 Hunter
,585,Equip a Dragon Scimitar,Equip a Dragon Scimitar.,,,,,,3.2,ATTACK 60,60 Attack
,586,Equip a Marksman Chompy Hat,Equip a Marksman Chompy Hat.,,,,,,NaN,FLETCHING 5; COOKING 30; RANGED 30; CRAFTING 5,"5 Fletching,  30 Cooking,  30 Ranged,  5 Crafting Completion of   Big Chompy Bird Hunting"
,587,Equip an Ogre Forester Chompy Hat,Equip an Ogre Forester Chompy Hat.,,,,,,NaN,FLETCHING 5; COOKING 30; RANGED 30; CRAFTING 5,"5 Fletching,  30 Cooking,  30 Ranged,  5 Crafting Completion of   Big Chompy Bird Hunting"
,588,Equip a Comp Ogre Bow,Equip a Comp ogre bow.,,,,,,NaN,FLETCHING 30; WOODCUTTING 25,"30 Fletching,  25 Woodcutting"
,589,Get 250 Target points,Achieve 250 points in the Target minigame in the Ranging Guild.,,,,,,6.2,RANGED 40,40 Ranged
,590,Win a Game of Castle Wars,Win a game of Castle Wars.,,,,,,NaN,,
,591,Complete a Fishing Trawler Game,Complete a   Fishing Trawler game at Port Khazard.,,,,,,1.4,FISHING 15,15 Fishing
,592,Enter the Myths' Guild,Enter the Myths' Guild.,,,,,,36.5,,
,593,Score a Goal in Gnomeball,Score a Goal in Gnomeball.,,,,,,30.2,,
,594,Sell 20 Iron Sheets,Sell 20 Iron Sheets to Franklin Caranos.,,,,,,2.7,SMITHING 45,45 Smithing
,595,Use a Herring on a mighty tree,Use a herring on the mightiest of trees.,,,,,,20.4,,
,596,Complete Fishing Contest,Complete the   Fishing Contest Quest.,,,,,,14.2,FISHING 10,10 Fishing
,597,Complete Monk's Friend,Complete the   Monk's Friend quest.,,,,,,15.3,,
,598,Complete Sea Slug,Complete the   Sea Slug quest.,,,,,,12.2,FIREMAKING 30,30 Firemaking
,599,Complete the Observatory Quest,Complete the   Observatory Quest.,,,,,,2.1,,
,600,Complete Tower of Life,Complete the   Tower of Life quest.,,,,,,3.7,CONSTRUCTION 10,10 Construction
,601,Light a Pyre Ship,Light a Barbarian Pyre Ship.,,,,,,0.2,FIREMAKING 11; CRAFTING 11,"11 Firemaking,  11 Crafting Partial completion of   Barbarian Training"
,602,Move Your House to Yanille,Move your Player Owned House to Yanille.,,,,,,0.5,CONSTRUCTION 50,50 Construction
,603,Pickpocket a Knight of Ardougne 50 Times,Pickpocket a Knight of Ardougne 50 times.,,,,,,15.7,THIEVING 55,55 Thieving
,604,Steal from a Fur Stall,Steal from a Fur Stall in Kandarin.,,,,,,41.2,THIEVING 35,35 Thieving
,605,Steal from a Silver Stall,Steal from a Silver Stall in Kandarin.,,,,,,35.4,THIEVING 50,50 Thieving
,606,Steal from a Spice Stall,Steal from a Spice Stall in Kandarin.,,,,,,17.5,THIEVING 65,65 Thieving
,607,Trap a Spined Larupia in the Feldip Hills,Trap a Spined Larupia in the Feldip Hills.,,,,,,10.2,HUNTER 31,31 Hunter
,608,Catch a Monkfish,Catch a Monkfish at the Piscatoris Fishing Colony.,,,,,,5.7,FISHING 62,62 Fishing
,609,Catch a Red Salamander,Catch a Red Salamander outside the Ourania Altar.,,,,,,8.7,HUNTER 59,59 Hunter
,610,Complete the Barbarian Outpost Agility Course,Complete a lap of the Barbarian Outpost Agility Course.,,,,,,6.8,AGILITY 35,35 Agility
,611,Enter the Fishing Guild,Enter the Fishing Guild.,,,,,,1,FISHING 68,68 Fishing
,612,Kourend and Kebos Easy Diary Tasks,Complete all of the Kourend & Kebos Diary easy tasks.,,,,,,NaN,,See   Kourend & Kebos Diary#Easy
,613,Kourend and Kebos Medium Diary Tasks,Complete all of the Kourend & Kebos Diary medium tasks.,,,,,,NaN,,See   Kourend & Kebos Diary#Medium
,614,Obtain the Temple Key,Obtain the Temple key in the Forthos Dungeon.,,,,,,NaN,,
,615,Open 10 Grubby Chests,Open the Grubby Chest in the Forthos Dungeon 10 times.,,,,,,NaN,,
,616,Open 25 Grubby Chests,Open the Grubby Chest in the Forthos Dungeon 25 times.,,,,,,NaN,,
,617,Defeat Sarachnis 1 Time,Defeat Sarachnis in the Forthos Dungeon.,,,,,,NaN,,
,618,Defeat 150 Lizardmen Shaman,Help the Shayzien house by dealing with 150 Lizardmen shaman. This task earns one Demonic Pact.,,,,,,NaN,,
,619,Defeat a King Sand Crab,Defeat a King Sand Crab.,,,,,,14,,
,620,"Defeat a Moss, Fire & Hill Giant in Kourend","Defeat a Moss, Fire & Hill Giant in Kourend.",,,,,,23.2,,
,621,Defeat 50 Lizardmen Shaman,Help the Shayzien House by dealing with 50 Lizardmen shamans.,,,,,,NaN,,
,622,Defeat Sarachnis 50 Times,Defeat Sarachnis in the Forthos Dungeon 50 times.,,,,,,NaN,,
,623,Defeat a Drake,Defeat a Drake in the Mount Karuulm Slayer Dungeon.,,,,,,NaN,SLAYER 84,84 Slayer
,624,Defeat the Wintertodt 10 times,Help the pyromancers defeat the Wintertodt 10 times.,,,,,,NaN,FIREMAKING 50,50 Firemaking
,625,Defeat the Wintertodt 25 times,Help the pyromancers defeat the Wintertodt 25 times.,,,,,,NaN,FIREMAKING 50,50 Firemaking
,626,Equip a Pearl Fishing Rod,"Equip a Pearl fishing rod, purchased from Alry on Molch Island.",,,,,,0.4,HUNTER 35; FISHING 43,"35 Hunter,  43 Fishing 100 Molch pearls"
,627,Equip the Cursed Amulet of Magic,Equip the Cursed amulet of magic.,,,,,,3.3,,
,628,Equip a Xeric's Talisman,Equip a Xeric's talisman.,,,,,,0.4,,
,629,Purchase a Seed Box,Purchase a Seed box from the Tithe Farm minigame.,,,,,,2.6,FARMING 34,34 Farming 250 Tithe Farm points
,630,Headbang with Ket'Sal K'uk,Headbang with Ket'Sal K'uk.,,,,,,7.7,,
,631,Teleport to Xeric's Honour,Teleport to Xeric's Honour using Xeric's talisman.,,,,,,NaN,,Ancient tablet from   Chambers of Xeric
,632,Cast Kourend Castle Teleport,Cast the spell Kourend Castle Teleport after unlocking it by reading Transportation incantations.,,,,,,35.4,MAGIC 48,48 Magic
,633,Create 100 Juniper Charcoal,Create 100 Juniper Charcoal.,,,,,,NaN,WOODCUTTING 42,42 Woodcutting
,634,Dig 25 Saltpetre,Dig 25 Saltpetre.,,,,,,19.2,,Spade
,635,Complete the Garden of Death,Complete the Garden of Death.,,,,,,10.7,FARMING 20,20 Farming
,636,Plant an Anima Seed,Plant an Anima Seed in the Farming Guild.,,,,,,NaN,FARMING 76,76 Farming
,637,Inferior Demonslaying,Defeat a demon using the Inferior Demonbane spell.,,,,,,2.6,MAGIC 44,44 Magic
,638,Mine 50 Volcanic Sulphur,Mine 50 Volcanic Sulphur.,,,,,,1.1,MINING 42,42 Mining
,639,Offer an egg to a shrine,Offer an egg to a shrine in the woodcutting guild.,,,,,,3,WOODCUTTING 60,60 Woodcutting
,640,Plant 100 Golovanova Seeds,Plant 100 Golovanova seeds in the Tithe Farm minigame.,,,,,,4.8,FARMING 34,34 Farming
,641,Restore 14 Prayer points in Hosidius,Restore exactly 14 Prayer Points when praying at an Altar in Hosidius.,,,,,,16.2,PRAYER 14,14 Prayer
,642,Smelt a mithril bar in a volcanic fissure,Smelt a Mithril bar in a volcanic Fissure.,,,,,,1.1,SMITHING 50,50 Smithing
,643,Smith Shayzien (1),Smith any piece of Shayzien (1).,,,,,,0.4,SMITHING 45; MINING 65,"45 Smithing,  65 Mining"
,644,Smith Steel in Kourend Castle,Smith Steel in Kourend Castle.,,,,,,11.4,SMITHING 30,30 Smithing
,645,Steal 1 Artefact,Steal an artefact for Captain Khaled in Piscarilius.,,,,,,0.7,THIEVING 49,49 Thieving
,646,Steal 15 Artefacts,Steal 15 artefacts for Captain Khaled in Piscarilius.,,,,,,0.4,THIEVING 49,49 Thieving
,647,Steal a Golovanova Fruit Top,Steal a Golovanova fruit top from a fruit stall in Hosidius.,,,,,,14.4,THIEVING 25,25 Thieving
,648,Turn in 10 Library Books,Find and turn in 10 books in the Arceuus Library.,,,,,,16.2,,
,649,Cast Degrime Spell Full Clean,Clean 26 herbs at the same time using the Degrime spell.,,,,,,NaN,MAGIC 70,70 Magic
,650,Chop 15 Yew Logs in Shayzien,Chop 15 Yew Logs in Shayzien.,,,,,,15.1,WOODCUTTING 60,60 Woodcutting
,651,Chop 25 Juniper Logs,Chop 25 Juniper Logs.,,,,,,15.5,WOODCUTTING 42,42 Woodcutting
,652,Complete 10 Farming Contracts,Complete 10 Farming Contracts for Guildmaster Jane in the Farming Guild.,,,,,,NaN,FARMING 45,45 Farming
,653,Enter the Farming Guild,Enter the Farming Guild in the Kebos Lowlands.,,,,,,6.6,FARMING 45,45 Farming
,654,Enter the Woodcutting Guild,Enter the Woodcutting Guild in Hosidius.,,,,,,31.4,WOODCUTTING 60,60 Woodcutting
,655,Complete the Easy Morytania Diary,Complete all of the Easy tasks in the   Morytania Achievement Diary.,,,,,,NaN,,See   Morytania Diary#Easy
,656,Complete the Medium Morytania Diary,Complete all of the Medium tasks in the   Morytania Achievement Diary.,,,,,,NaN,,See   Morytania Diary#Medium
,657,Loot a Barrows Chest,Loot a Barrows Chest once.,,,,,,41.2,,
,658,Defeat a Fiyr Shade,Defeat a Fiyr Shade.,,,,,,NaN,FIREMAKING 65,65 Firemaking Completion of   Shades of Mort'ton
,659,Defeat a Vyrewatch Sentinel,Defeat a Vyrewatch Sentinel in Darkmeyer.,,,,,,NaN,,Completion of   Sins of the Father
,660,Equip a full set of Vyre Noble,Equip a full set of Vyre Noble.,,,,,,NaN,,Partial completion of   Sins of the Father
,661,Equip a Piece of any Barrows Armour Set,Equip any piece of any Barrows armour set.,,,,,,NaN,DEFENCE 70; ATTACK 70; RANGED 70,"70 Defence,  70 Attack, or  70 Ranged"
,662,Equip a Salve Amulet (e),Equip a Salve Amulet (e).,,,,,,2.9,,Completion of   Lair of Tarn Razorlor
,663,Open a Black Chest,Open a Black Chest from Shades of Mort'ton.,,,,,,NaN,FIREMAKING 35,35 Firemaking Completion of   Shades of Mort'ton
,664,Purchase a Reward From the Hallowed Sepulchre,Purchase a reward from the Hallowed Sepulchre.,,,,,,NaN,AGILITY 52,"52 Agility Completion of   Sins of the Father, see Hallowed Sepulchre page for other skill requirements"
,665,Achieve 100% Shades of Mort'Ton Sanctity,Achieve 100% Sanctity during the Shades of Mort'ton minigame.,,,,,,NaN,,Completion of   Shades of Mort'ton
,666,Complete a Hard Temple Trek,Complete a Hard   Temple Trek.,,,,,,8.8,,
,667,Complete a Medium Temple Trek,Complete a Medium   Temple Trek.,,,,,,11.8,,
,668,Floor 1 of the Hallowed Sepulchre,Complete floor 1 of the Hallowed Sepulchre in Darkmeyer.,,,,,,NaN,AGILITY 52,52 Agility Completion of   Sins of the Father
,669,Floor 2 of the Hallowed Sepulchre,Complete floor 2 of the Hallowed Sepulchre in Darkmeyer.,,,,,,NaN,AGILITY 62,62 Agility Completion of   Sins of the Father
,670,Floor 3 of the Hallowed Sepulchre,Complete floor 3 of the Hallowed Sepulchre in Darkmeyer.,,,,,,NaN,AGILITY 72,72 Agility Completion of   Sins of the Father
,671,Have the Taxidermist stuff something for you,Have the Taxidermist stuff something for you in Canifis.,,,,,,NaN,FISHING 46; SLAYER 5,"Big bass requires  46 Fishing, crawling hand requires  5 Slayer, Kbd heads require  Wilderness✓, Kq head requires  Desert✓, Vorkath's head requires  Fremennik✓"
,672,Pet Frank,Pet Darkmeyer's goodest boy.,,,,,,NaN,,Partial completion of   Sins of the Father
,673,Smuggle some Rum,Use the Ring of Charos to smuggle some Karamja rum through customs.,,,,,,NaN,,Partial completion of   Garden of Tranquility
,674,Telegrab a Bloody bracer,Telegrab a Bloody bracer in Slepe.,,,,,,14.7,MAGIC 33,33 Magic
,675,Feed a ghast some sweets,Feed a ghast some sweets.,,,,,,NaN,,
,676,Wear 3 different Snelms,Wear 3 different Snelms obtained by crafting snail shells.,,,,,,14.7,CRAFTING 15,15 Crafting Chisel
,677,Complete His Faithful Servants,Complete the miniquest His Faithful Servants.,,,,,,32.4,,
,678,Complete Haunted Mine,Complete the   Haunted Mine quest.,,,,,,8.8,CRAFTING 35,35 Crafting
,679,Smelt a Steel Bar in Port Phasmatys,Smelt a Steel Bar in Port Phasmatys.,,,,,,8.8,SMITHING 30,30 Smithing
,680,Worship the Ectofuntus,Worship the Ectofuntus.,,,,,,17.6,,
